name;addr;rating;phone;more_phones;
Япоша;191167, Санкт-Петербург, Невский пр-кт, д. 175;3.7;;;
Пьяцца Романо/Piazza Romano;191317, Санкт - петербург, площадь Ал. Невского, д. 2, эт. 2-й, Гостиница москва;3.5;;;
Антрекот;190000, Санкт-Петербург, Большая Морская ул., д. 25;0.0;;;
Гролле, таверна;199004, Санкт-Петербург, Большой В.О. пр-кт, д. 20, — 1 этаж;4.9;;;
Bona Capona;194354, Санкт-Петербург, Есенина ул., д. 1к1;0.0;;;
Ресторан xl;197198, Санкт-Петербург, Большая Пушкарская ул., д. 15;0.0;;;
Джун Го;191024, Санкт-Петербург, Невский пр-кт, д. 126, — вход с ул. Суворовский проспект;0.0;+7 812 717-74-87;+7 812 717-74-86;
ПИТЕР;191025, Санкт-Петербург, Маяковского ул., д. 4, — 1 этаж;0.0;;;
Оллис;191015, Санкт-Петербург, Кавалергардская ул., д. 10;4.4;;;
Tequila-Boom;194291, Санкт-Петербург, Просвещения пр-кт, д. 42 к3;4.8;;;
Сакартвело;199178, Санкт-Петербург, 12-я В.О. линия, д. 13;4.9;+7 812 947-78-78;+7 812 328-07-72, +7 812 328-07-72;
Мисо;191036, Санкт-Петербург, Суворовский пр-кт, д. 15;4.7;;;
Giani;191036, Санкт-Петербург, 8-я Советская ул., д. 10, — цокольный этаж;0.0;;;
Хачапури и Хинкали;194355, Санкт-Петербург, Композиторов ул., д. 18;0.0;;;
Бродвей;195196, Санкт-Петербург, Малоохтинский пр-кт, д. 94;0.0;;;
PIZZARONI;197373, Санкт-Петербург, Глухарская ул., д. 9, — цокольный этаж;5.0;+7 812 343-70-00;+7 812 495-65-95;
Гин-но Таки;191123, Санкт-Петербург, Чернышевского пр-кт, д. 17;0.0;+7 812 938-10-64;+7 921 938-10-64;
Express Суши;195030, Санкт-Петербург, Наставников пр-кт, д. 45 к1;0.0;;;
Ялта;192071, Санкт-Петербург, Бухарестская ул., д. 47;4.3;;;
Вельвет;198096, Санкт-Петербург, Стачек пр-кт, д. 57;0.0;;;
Munhell;194358, Санкт-Петербург, Энгельса пр-кт, д. 154 лит А, — 3 этаж;0.0;+7 495 150-09-72;+7 812 740-34-56;
П2;196140, Санкт-Петербург, Стартовая ул., д. 17;0.0;;;
Судзуран;195273, Санкт-Петербург, Руставели ул., д. 41;0.0;;;
Detox Kitchen;191040, Санкт-Петербург, Лиговский пр-кт, д. 50а;5.0;;;
Хачапури;191014, Санкт-Петербург, Жуковского ул., д. 4;4.5;;;
Абрикосов;191186, Санкт-Петербург, Невский пр-кт, д. 40, — 1 этаж;0.0;+7 812 571-90-66;+7 812 312-24-57;
Крутой перец;Санкт-Петербург, 11-я В.О. линия, д. 60;0.0;;;
Казачёк;195269, Санкт-Петербург, Просвещения пр-кт, д. 69;0.0;+7 812 993-08-63;+7 812 594-36-26;
Служба Доставки;198215, Санкт-Петербург, Дачный пр-кт, д. 26;0.0;;;
Суши-кафе, ООО 501;191124, Санкт-Петербург, Пролетарской Диктатуры ул., д. 6, — 2 этаж;0.0;;;
Обедов;195027, Санкт-Петербург, Шаумяна пр-кт, д. 4;3.9;+7 812 982-53-92;+7 812 363-83-61;
Филадельфия;192007, Санкт-Петербург, Лиговский пр-кт, д. 198;0.0;;;
Оливье;190000, Санкт-Петербург, Гороховая ул., д. 1;0.0;+7 812 945-84-72;+7 812 925-77-14;
КЛEVER cafe;197110, Санкт-Петербург, Большая Зеленина ул., д. 21;4.8;+7 495 150-09-72;+7 812 908-90-82;
Евразия-Экспресс;192281, Санкт-Петербург, Дунайский пр-кт, д. 34;0.0;+7 812 334-14-55;+7 812 325-60-60;
Три пирога;195009, Санкт-Петербург, Арсенальная ул., д. 7;0.0;;;
Metamorfos;191123, Санкт-Петербург, Чайковского ул., д. 19, — 1 этаж;0.0;;;
Осетинские Пироги;191015, Санкт-Петербург, Кавалергардская ул., д. 10;3.8;;;
Ширван;192289, Санкт-Петербург, Бухарестская ул., д. 142 к1, — 2 этаж;5.0;;;
Плов без слов;191028, Санкт-Петербург, Литейный пр-кт, д. 28;0.0;+7 495 150-09-72;+7 812 579-07-36;
Alcopone Boutique;190031, Санкт-Петербург, Канала Грибоедова наб., д. 42;0.0;;;
Ресторан Кон-Коронель;Санкт-Петербург, Савушкина ул., д. 133к1;0.0;;;
SaleSushi;195196, Санкт-Петербург, Стахановцев ул., д. 14, — 1 этаж;0.0;;;
Базиль-Кейтеринг;196084, Санкт-Петербург, Ново-Рыбинская ул., д. 19, — 21;0.0;+7 812 335-06-51;+7 812 372-66-18;
Доставка Сервис;190031, Санкт-Петербург, Ефимова ул., д. 3с;0.0;;;
Приморский;197227, Санкт-Петербург, Богатырский пр-кт, д. 15, —  гипермаркет Максидом;0.0;;;
Суши Маг;193318, Санкт-Петербург, Искровский пр-кт, д. 1/13;0.0;;;
Gotham Lighthouse hookah loft&lounge;191023, Санкт-Петербург, Банковский пер., д. 3, — вход через арку ближе к Каналу Грибоедова;5.0;;;
Tutaliano;199106, Санкт-Петербург, Большой В.О. пр-кт, д. 89;0.0;+7 921 189-59-44;+7 812 327-52-27;
Кавалерия;191015, Санкт-Петербург, Кавалергардская ул., д. 20;0.0;;;
Карамель;190020, Санкт-Петербург, Старо-Петергофский пр-кт, д. 30 к1;0.0;;;
Солнечная долина;195030, Санкт-Петербург, Коммуны ул., д. 64, — 1 этаж;0.0;;;
Комплимент;192007, Санкт-Петербург, Днепропетровская ул., д. 57;0.0;;;
La Veranda, Семейный Итальянский Ресторан;191036, Санкт-Петербург, 8-я Советская ул., д. 17/19;3.7;;;
Pizza Romashka;192284, Санкт-Петербург, Купчинская ул., д. 3 к1, — 1 этаж;0.0;;;
Namaste;191186, Санкт-Петербург, Малая Конюшенная ул., д. 5;0.0;;;
Атмосфера;194100, Санкт-Петербург, Лесной пр-кт, д. 48, —  вход с ул. Александра Матросова;3.2;;;
бар-ресторан "Гапикус";191186, Санкт-Петербург, Канала Грибоедова наб., д. 25литерА;0.0;+7 495 150-09-72;+7 921 873-32-12, +7 812 571-56-59;
Азиана;Санкт-Петербург, Купчинская ул., д. 34к1;3.5;;;
Колхети;194355, Санкт-Петербург, Композиторов ул., д. 18;0.0;;;
Аустерия, ООО;197046, Санкт - Петербург,  ул. Петропавловская Крепость;0.0;;;
Паратовъ;191040, Санкт-Петербург, Пушкинская ул., д. 9, — 1 этаж;0.0;+7 495 150-09-72;+7 812 994-66-50;
Ресторан Советское кафе Квартирка;191023, Санкт-Петербург, Малая Садовая ул., д. 1;0.0;;;
Francesco («Франческо»);191015, Санкт-Петербург, Суворовский пр-кт, д. 47, —  1;4.8;+7 495 150-09-72;+7 812 640-16-16;
К-раута;198095, Санкт-Петербург, Маршала Говорова ул., д. 38;4.7;;;
Gintaras;199004, Санкт-Петербург, Кадетская В.О. линия, д. 27, — 1 этаж;0.0;;;
5D;197227, Санкт-Петербург, Байконурская ул., д. 13;0.0;;;
Лион-С;192171, Санкт-Петербург, Фарфоровская ул., д. 1;0.0;+7 812 993-61-35;+7 812 951-74-88, +7 812 362-90-90;
Повари;197198, Санкт-Петербург, Большой П.С. пр-кт, д. 38/40, — 1 этаж;4.4;+7 812 233-72-35;+7 812 233-70-42;
Токио сити;199397, Санкт-Петербург, Кораблестроителей ул., д. 30литерА;1.5;;;
Ленинград;195112, Санкт-Петербург, Карла Фаберже пл., д. 8 лит А, — 535 офис;0.0;+7 981 833-32-22;+7 812 340-00-00;
Кореана;191036, Санкт-Петербург, Лиговский пр-кт, д. 25;4.5;+7 812 717-02-13;+7 812 275-52-19;
Кейтеринговая компания Ампир;191186, Санкт - Петербург,  канал Набережнаяа Грибоедова;0.0;;;
Барабу;191123, Санкт-Петербург, Захарьевская ул., д. 27, — 1 этаж;5.0;;;
Евразия;197375, Санкт-Петербург, Щербакова ул., д. 11;0.0;;;
АКИО;193231, Санкт-Петербург, Российский пр-кт, д. 14;0.0;+7 911 705-86-11;+7 812 400-67-07;
Карл и Фридрих;187300, Ленинградская обл., Кировский район, массив. Келколово-3, снт. Василеостровец, Южная дорога ул., д. 15;4.5;;;
Макаров;191014, Санкт-Петербург, Манежный пер., д. 2;0.0;+7 812 327-00-93;+7 812 327-00-53;
Японский дом;196135, Санкт-Петербург, Типанова ул., д. 21;0.0;;;
Ресторан О! Куба;191025, Санкт-Петербург, Рубинштейна ул., д. д36;4.0;;;
Весёлый Барин;Санкт-Петербург, Канала Грибоедова наб., д. 36;4.0;;;
Нагасаки;197022, Санкт-Петербург, Реки Карповки наб., д. 10, — 1 этаж;4.1;+7 812 996-44-16;+7 812 600-40-06;
Кафе Версаль;199034, Санкт-Петербург, 8-я В.О. линия, д. 15;0.0;;;
ЕДА и кофе;194044, Санкт-Петербург, Академика Лебедева ул.;4.7;;;
Трефо;197110, Санкт-Петербург, Петровский пр-кт, д. 14;0.0;;;
Евразия;197198, Санкт-Петербург, Добролюбова пр-кт, д. 7;0.0;;;
Lime Time;196240, Санкт-Петербург, Предпортовая ул., д. 6;0.0;;;
Конь в пальто;193231, Санкт-Петербург, Российский пр-кт, д. 8;0.0;;;
Ресторан Ginza;197022, Санкт-Петербург, Аптекарский пр-кт, д. 16;5.0;+7 495 150-09-72;+7 812 640-16-16;
Мистер Суши;199106, Санкт-Петербург, Большой В.О. пр-кт, д. 68;0.0;;;
PizzaRolla;192236, Санкт-Петербург, Софийская ул., д. 54;0.0;;;
KILLFISH;196158, Санкт-Петербург, Звездная ул., д. 2;0.0;;;
Кардамон;199034, Санкт-Петербург, 1-я В.О. линия, д. 18;0.0;;;
Суши-бар Ямамото;197227, Санкт-Петербург, Испытателей пр-кт, д. 7;4.5;+7 965 777-90-89;+7 812 952-22-07;
Don Pepe;191023, Санкт-Петербург, Малая Садовая ул., д. 1;4.5;+7 921 595-85-24;+7 812 314-39-65, +7 812 314-38-80;
Фаворит;196105, Санкт-Петербург, Юрия Гагарина пр-кт, д. 1, — 2 этаж;0.0;;;
Davego;196084, Санкт-Петербург, Заставская ул., д. 22а, — 2 этаж;0.0;;;
Baltic Catering Group;199106, Санкт-Петербург, Большой В.О. пр-кт, д. 80;0.0;;;
SKYLIGHT;196210, Санкт-Петербург, Стартовая ул., д. 6 лит А;0.0;;;
Subway;191014, Санкт-Петербург, Маяковского ул., д. 10;0.0;+7 812 643-00-86;+7 812 643-00-86;
Небесный дворец;190000, Санкт-Петербург, Конногвардейский б-р, д. 4;0.0;;;
Munhell;199004, Санкт-Петербург, 7-я В.О. линия, д. 44, — 2 этаж;0.0;;;
Арбат;191014, Санкт-Петербург, Рылеева ул., д. 3, — цокольный этаж;5.0;;;
Ресторан Мерси Баку;197372, Санкт-Петербург, Богатырский пр-кт, д. 35к1;5.0;+7 495 150-09-72;+7 812 963-77-26;
CAFE D'OR;191025, Санкт-Петербург, Невский пр-кт, д. 44;0.0;;;
